include,week_of,dates,category,event,impact,outlet,srcdesc,url,srcdate
,"Jul 20, 2026",Jul 22,,,,ABC News,House Republicans push $95 billion package for the Iran war and Trump's priorities,https://abcnews.com/Politics/wireStory/house-republicans-push-95-billion-package-iran-war-134994296,"Jul 22, 2026"
,"Jul 20, 2026",Jul 22,,,,ABC News,"Democrats press ICE on oversight, say 1 officer referred for discipline over use of force",https://abcnews.com/Politics/wireStory/democrats-press-ice-oversight-1-officer-referred-discipline-135001101,"Jul 22, 2026"
,"Jul 20, 2026",Jul 22,,,,ABC News,Louisiana Rep. Cleo Fields won't seek reelection after Democrat's seat was redrawn,https://abcnews.com/Politics/wireStory/louisiana-rep-cleo-fields-seek-reelection-after-democrats-134968925,"Jul 22, 2026"
,"Jul 20, 2026",Jul 22,,,,ABC News,President Donald Trump to travel to Michigan ahead of swing state's primary election,https://abcnews.com/Politics/wireStory/president-donald-trump-travel-michigan-ahead-swing-states-134966299,"Jul 22, 2026"
,"Jul 20, 2026",Jul 23,,,,NBC News,"Fresh wave of U.S. tariffs takes effect, hitting global trade partners",https://www.nbcnews.com/business/economy/trump-tariffs-60-countries-forced-labor-rcna588972,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,NBC News,DOJ agrees to withdraw subpoenas of New York Times journalists over Air Force One reporting,https://www.nbcnews.com/politics/justice-department/justice-department-withdraw-subpoenas-new-york-times-journalists-rcna588955,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,NBC News,Rep. Jim Jordan formally asks DOJ to prosecute Jack Smith over congressional testimony,https://www.nbcnews.com/politics/congress/rep-jim-jordan-formally-asks-doj-prosecute-jack-smith-congressional-te-rcna588834,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,NBC News,"House votes to end Iran war, but Senate Republicans vote to let Trump continue waging it",https://www.nbcnews.com/politics/congress/house-votes-end-iran-war-senate-republicans-let-trump-continue-war-rcna588874,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,NBC News,Member of Vance’s Secret Service detail removed amid probe into alleged compromise of security info,https://www.nbcnews.com/politics/jd-vance/jd-vance-secret-service-removed-probe-travel-complaints-rcna588871,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,The Guardian,Seth Meyers on Trump’s approval ratings: ‘Worse than Bush during the Iraq war’,https://www.theguardian.com/culture/2026/jul/23/seth-meyers-trump-approval-ratings-2020-election,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,CBS News,"25 states sue FEMA and DHS, accuse Trump admin. of withholding funding",https://www.cbsnews.com/news/states-sue-fema-dhs-trump-administration-funding/,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,CBS News,7/23: The Takeout with Major Garrett,https://www.cbsnews.com/video/072326-the-takeout-with-major-garrett/,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,CBS News,House committee urges DOJ to charge former Trump prosecutor Jack Smith,https://www.cbsnews.com/news/house-committee-jack-smith-criminal-referral-doj/,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,ABC News,"Education Department rescinds disparate impact rule, a key tool used to assess school discrimination",https://abcnews.com/Politics/wireStory/education-department-rescinds-disparate-impact-rule-key-tool-135032359,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,ABC News,Wisconsin absentee voters seek court ruling allowing them to cast new ballots,https://abcnews.com/Politics/wireStory/wisconsin-absentee-voters-seek-court-ruling-allowing-cast-135031260,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,PBS NewsHour,Trump to travel to Michigan ahead of swing state's primary election,https://www.pbs.org/newshour/politics/trump-to-travel-to-michigan-ahead-of-swing-states-primary-election,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,PBS NewsHour,Trump imposes double-digit tariffs on dozens of countries as stopgap 10% levies expire Friday,https://www.pbs.org/newshour/politics/trump-imposes-double-digit-tariffs-on-dozens-of-countries-as-stopgap-10-levies-expire-friday,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,PBS NewsHour,Trump threatens 'major military punishment' after Houthi attacks on tankers in Red Sea,https://www.pbs.org/newshour/show/trump-threatens-major-military-punishment-after-houthi-attacks-on-tankers-in-red-sea,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,PBS NewsHour,Trump reluctant to pressure China after claiming election interference,https://www.pbs.org/newshour/show/trump-reluctant-to-pressure-china-after-claiming-election-interference,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,PBS NewsHour,End of migrant protections creates elder care staffing challenges,https://www.pbs.org/newshour/show/end-of-migrant-protections-creates-elder-care-staffing-challenges,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,PBS NewsHour,Belarusian opposition leader on fighting for democracy under Lukashenko,https://www.pbs.org/newshour/show/belarusian-opposition-leader-on-fighting-for-democracy-under-lukashenko,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,PBS NewsHour,Trump administration admits legal errors and withdraws subpoenas of 3 NYT reporters,https://www.pbs.org/newshour/politics/trump-administration-admits-legal-errors-and-withdraws-subpoenas-of-3-nyt-reporters,"Jul 23, 2026"
,"Jul 20, 2026",Jul 23,,,,PBS NewsHour,WATCH: Trump hosts World Series champion LA Dodgers at the White House,https://www.pbs.org/newshour/nation/watch-live-trump-hosts-world-series-champion-la-dodgers-at-the-white-house,"Jul 23, 2026"
,"Jul 20, 2026",Jul 24,,,,NPR,"Democrats approve new primary election calendar, putting South Carolina first",https://www.npr.org/2026/07/24/nx-s1-5906834/dnc-primary-election-calendar-south-carolina-2028,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,NPR,Trump's replacement tariffs continue to put pressure on U.S. economy,https://www.npr.org/2026/07/24/nx-s1-5904620/trumps-replacement-tariffs-continue-to-put-pressure-on-u-s-economy,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,Politico,Poll: Republicans’ gas price problem is even worse than it seems,https://www.politico.com/news/2026/07/24/poll-gas-prices-republicans-midterms-trump-01008868,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,Politico,"Rob Bonta on blocking the Paramount merger, CNN concerns and Trump’s DOJ",https://www.politico.com/video/2026/07/23/rob-bonta-on-blocking-the-paramount-merger-cnn-concerns-and-trumps-doj-2123052,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,NBC News,Trump orders signage warning visitors of ‘inaccurate information’ at Smithsonian,https://www.nbcnews.com/politics/trump-administration/trump-orders-signage-warning-visitors-inaccurate-information-smithsoni-rcna589156,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,NBC News,Trump administration concedes that it canceled research grants in blue states,https://www.nbcnews.com/politics/trump-administration/trump-administration-concedes-canceled-research-grants-blue-states-rcna589129,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,The Guardian,"If Trump really cares about forced labor, he should look at the US – rather than slap more tariffs on the world | Eduardo Porter",https://www.theguardian.com/us-news/2026/jul/24/trump-tariffs-forced-labor-us-prisons,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,The Guardian,Public transit is a lifeline for countless Americans. Trump is derailing our protections | Lateefah Simon and Guillermo Mayer,https://www.theguardian.com/commentisfree/2026/jul/24/public-transit-is-a-lifeline-for-countless-americans-trump-is-derailing-our-protections,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,The Guardian,Trump says he will dismantle the ICC ‘brick by brick’. It could be his most chilling move of all | Steve Bloomfield,https://www.theguardian.com/commentisfree/2026/jul/24/icc-international-criminal-court-trump-putin-netanyahu,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,The Guardian,This desert oasis is a biological wonderland. Trump’s border wall threatens to destroy it,https://www.theguardian.com/us-news/2026/jul/24/arizona-border-wall-endangered-species,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,CBS News,Trump flew from Turkey on older plane after credible threat from Iran and proxies,https://www.cbsnews.com/news/trump-iran-proxies-credible-threat-air-force-one-turkey/,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,CBS News,"Trump orders signs placed outside Smithsonian warning of ""inaccurate"" information",https://www.cbsnews.com/news/trump-smithsonian-museum-warning-signs-inaccurate-information/,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,CBS News,Pentagon under fire for dropping tally of troops killed in Iran from 18 to 14,https://www.cbsnews.com/video/pentagon-under-fire-dropping-tally-troops-killed-iran-18-to-14/,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,CBS News,"White House Correspondents' Dinner to be scaled down, with scaled-up security",https://www.cbsnews.com/video/white-house-correspondents-dinner-scaled-down-scaled-up-security/,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,CBS News,7/24: The Takeout with Major Garrett,https://www.cbsnews.com/video/072426-the-takeout-with-major-garrett/,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,CBS News,"Canada's Doug Ford on why country needs to ""fight back"" against Trump trade war",https://www.cbsnews.com/news/canada-doug-ford-trump-trade-war-prices-tariffs/,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,CBS News,Sen. Peters wants to know why ICE bought spyware that can take control of phones,https://www.cbsnews.com/news/senate-ice-graphite-spyware-phones/,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,CBS News,Trump says U.S. to investigate EU trade practices over tech company fines,https://www.cbsnews.com/news/trump-section-301-investigation-european-union-trade-google-meta-apple-amazon/,"Jul 24, 2026"
,"Jul 20, 2026",Jul 24,,,,CBS News,DOJ withdraws subpoenas for New York Times reporters over Air Force One story,https://www.cbsnews.com/news/government-withdraws-subpoenas-for-new-york-times-reporters/,"Jul 24, 2026"
