include,week_of,dates,category,event,impact,outlet,srcdesc,url,srcdate
,"Aug 10, 2026",Aug 13,,,,ABC News,Democrats gathering to give final approval to 2028 presidential primary calendar,https://abcnews.com/Politics/wireStory/democrats-gathering-give-final-approval-2028-presidential-primary-135600931,"Aug 13, 2026"
,"Aug 10, 2026",Aug 13,,,,PBS NewsHour,How Trump's construction projects are changing Washington and costing taxpayers,https://www.pbs.org/newshour/show/how-trumps-construction-projects-are-changing-washington-and-costing-taxpayers,"Aug 13, 2026"
,"Aug 10, 2026",Aug 13,,,,PBS NewsHour,DOJ deploys tactic to strip naturalized Americans of citizenship,https://www.pbs.org/newshour/show/doj-deploys-tactic-to-strip-naturalized-americans-of-citizenship,"Aug 13, 2026"
,"Aug 10, 2026",Aug 13,,,,PBS NewsHour,Judge dismisses Trump administration lawsuit alleging antisemitism at Harvard,https://www.pbs.org/newshour/politics/judge-dismisses-trump-administration-lawsuit-alleging-antisemitism-at-harvard,"Aug 13, 2026"
,"Aug 10, 2026",Aug 13,,,,PBS NewsHour,Kennedy Center board moves forward with a two-year closure to allow for renovations,https://www.pbs.org/newshour/politics/ap-report-kennedy-center-board-moves-forward-with-a-two-year-closure-to-allow-for-renovations,"Aug 13, 2026"
,"Aug 10, 2026",Aug 13,,,,PBS NewsHour,Trump White House says it's losing $19B-$26 billion a year in revenue as countries dodge tariffs,https://www.pbs.org/newshour/politics/trump-white-house-says-its-losing-19b-26-billion-a-year-in-revenue-as-countries-dodge-tariffs,"Aug 13, 2026"
,"Aug 10, 2026",Aug 13,,,,PBS NewsHour,Zambians cast ballots in a presidential election that tests incumbent's economic reforms,https://www.pbs.org/newshour/world/zambians-cast-ballots-in-a-presidential-election-that-tests-incumbents-economic-reforms,"Aug 13, 2026"
,"Aug 10, 2026",Aug 14,,,,NPR,Democrats grapple with Trump's push to limit transparency within the executive branch,https://www.npr.org/2026/08/14/nx-s1-5930399/democrats-grapple-with-trumps-push-to-limit-transparency-within-the-executive-branch,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,NBC News,FBI reports record decrease in violent crime in 2025,https://www.nbcnews.com/politics/justice-department/fbi-reports-record-decrease-violent-crime-2025-rcna592593,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,NBC News,Trump dismisses military families’ concerns about grim conditions on USS Lincoln,https://www.nbcnews.com/politics/donald-trump/trump-dismisses-concerns-family-members-grim-conditions-uss-abraham-li-rcna592598,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,NBC News,Trump asks Supreme Court to allow White House ballroom construction to continue,https://www.nbcnews.com/politics/supreme-court/trump-appeals-supreme-court-white-house-ballroom-rcna266912,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,NBC News,"Woman arrested and facing felony charges in World War II Memorial vandalism case, DOJ says",https://www.nbcnews.com/politics/justice-department/woman-arrested-felony-charges-world-war-ii-memorial-vandalism-case-rcna592546,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,NBC News,Judge shows signs of frustration with DOJ attorneys over handling of Epstein files,https://www.nbcnews.com/politics/justice-department/judge-shows-signs-frustration-doj-attorneys-handling-epstein-files-rcna592418,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,The Guardian,Tennessee’s Justin Pearson takes on America’s most contentious issues,https://www.theguardian.com/us-news/2026/aug/14/tennessee-justin-pearson-progressive-candidate,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,The Guardian,Trump’s great plane escape | Politics Weekly America,https://www.theguardian.com/politics/video/2026/aug/14/trumps-great-plane-escape-politics-weekly-america,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,CBS News,Trump downplays concerns of mental health issues aboard USS Lincoln,https://www.cbsnews.com/video/trump-downplays-concerns-of-mental-health-issues-aboard-uss-lincoln/,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,CBS News,Feds charge woman for allegedly vandalizing World War II Memorial in D.C.,https://www.cbsnews.com/news/world-war-ii-memorial-vandalism-charges-melissa-farris/,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,CBS News,"Inside ""the Pool"": Fugitive arrested in alleged cross-border car trade scheme",https://www.cbsnews.com/news/texas-mexico-border-the-pool-fugitive-arrested-doj-dhs-cars-rigoberto-brown/,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,CBS News,Trump asks Supreme Court to intervene in White House ballroom legal fight,https://www.cbsnews.com/news/trump-supreme-court-white-house-ballroom/,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,CBS News,"Tehran says Strait of Hormuz ""under Iran's control"" after Trump threat",https://www.cbsnews.com/live-updates/iran-war-us-strait-of-hormuz-donald-trump-tehran-control-threatens-keep-it/,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,ABC News,Appeals court sides with Trump in fight over subpoena of gender-affirming care provider,https://abcnews.com/Politics/wireStory/appeals-court-sides-trump-fight-subpoena-gender-affirming-135657335,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,ABC News,Trump set to highlight violent crime reduction during a visit to New York police academy,https://abcnews.com/Politics/wireStory/trump-set-highlight-violent-crime-reduction-visit-new-135632928,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,ABC News,Jared Kushner to visit Israel and Egypt next week with Board of Peace officials to talk Gaza,https://abcnews.com/Politics/wireStory/jared-kushner-visit-israel-egypt-week-board-peace-135629094,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,ABC News,Trump orders the Navy to return to an older system of launching jets off aircraft carriers,https://abcnews.com/Politics/wireStory/trump-orders-navy-return-older-system-launching-jets-135628446,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,ABC News,Judge drops Nevada case against electors accused of forging certificate in 2020 election,https://abcnews.com/Politics/wireStory/judge-drops-nevada-case-electors-accused-forging-certificate-135627356,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,PBS NewsHour,Luigi Mangione reveals motive for CEO's killing after pleading guilty in federal case,https://www.pbs.org/newshour/show/luigi-mangione-reveals-motive-for-ceos-killing-after-pleading-guilty-in-federal-case,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,PBS NewsHour,News Wrap: Record-breaking heat wave grips Europe,https://www.pbs.org/newshour/show/news-wrap-record-breaking-heat-wave-grips-europe,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,PBS NewsHour,Trump's vaccine order would require millions of individual shots last used decades ago,https://www.pbs.org/newshour/health/trumps-vaccine-order-would-require-millions-of-individual-shots-last-used-decades-ago,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,PBS NewsHour,WATCH: Trump says USS Lincoln's deployment was 'not nearly long enough',https://www.pbs.org/newshour/politics/watch-trump-says-uss-lincolns-deployment-was-not-nearly-long-enough,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,PBS NewsHour,WATCH: Trump highlights violent crime reduction during visit to NY police academy,https://www.pbs.org/newshour/politics/watch-live-trump-to-highlight-violent-crime-reduction-during-visit-to-ny-police-academy,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,PBS NewsHour,Trump asks Supreme Court to let White House resume ballroom construction during appeal,https://www.pbs.org/newshour/politics/trump-asks-supreme-court-to-let-white-house-resume-ballroom-construction-during-appeal,"Aug 14, 2026"
,"Aug 10, 2026",Aug 14,,,,PBS NewsHour,Judge drops Nevada case against electors accused of forging 2020 election certificate,https://www.pbs.org/newshour/politics/judge-drops-nevada-case-against-electors-accused-of-forging-2020-election-certificate,"Aug 14, 2026"
